id,time
0,1.5539714741028128
1,9.810521654708953
2,0.2762827788664506
3,2.158931273356248
4,2.735306731316445
5,8.49010911595441
6,2.631707645422775
7,0.45588545468549846
8,15.106352996444011
9,0.43337548543248094
10,4.6850858220360125
11,14.304221671994764
12,1.2801161921051918
13,30.775272034363674
14,0.2842913833695471
15,0.6146304118428151
16,0.6113151110180118
17,6.541170714557692
18,3.208786529983708
19,1.551739866952512
20,0.24489794045538546
21,1.0096128372983144
22,0.4353422158916639
23,1.008116248706799
24,1.5928640576197535
25,2.9756627680584575
26,1.8499485125903146
27,4.34115616911299
28,2.134497364473822
29,2.6950424814014267
30,20.483868256599163
31,3.187532492450886
32,0.4077414560432302
33,7.443774002173154
34,6.4940317194503505
35,0.6809246148401387
36,3.485917459243934
37,2.4707062670067375
38,1.2309897236125402
39,2.4009159722286104
40,3.643866300691602
41,8.18518519431444
42,1.2385569859360763
43,3.840950610120138
44,0.8228505057618529
45,1.5908059312318081
46,2.9649759114219725
47,1.2943393234607192
48,7.668540116615176
49,0.6497270968807234
50,0.40498538667663786
51,18.277164971231137
52,0.1467755582091614
53,7.171068803674385
54,16.39909654505017
55,0.23441834686935986
56,1.6772608352908462
57,0.9331916950403213
58,0.2288111577187285
59,1.2848205826407466
60,1.9057505835717679
61,5.502836980536976
62,0.40243422297186726
63,7.7628820242879275
64,4.2715516318792295
65,11.413956791181082
66,1.265708027900411
67,0.4457260200696854
68,7.921397069028791
69,1.123100359164094
70,0.4576972297424903
71,1.1599482255353515
72,9.004112872869753
73,0.15580175404601784
74,5.595652876613189
75,5.057180581097929
76,1.147816953820351
77,3.7429793739214814
78,3.6086301831664716
79,1.5395542282223258
80,6.685107213311906
81,4.324026418767863
82,4.818570622179003
83,0.9830518975459486
84,1.2760058431499846
85,3.9683823454077167
86,5.2855922499716455
87,0.686571252347856
88,6.190611479324321
89,1.1609851892073015
90,2.909941509274188
91,0.976909482278332
92,1.525611625890296
93,14.672993389208756
94,6.900217420695127
95,3.6290059568515027
96,52.74653626613679
97,0.3922474614790543
98,1.0403572435979407
99,0.18758531818196733
